Iteration	Fold	Weighted accuracy	Unweighted accuracy
0	0	0.8544152744630071	0.8526315789473684
0	1	0.7534693877551021	0.8677248677248677
0	2	0.8687727825030377	0.8526315789473684
0	3	0.8792270531400966	0.8770053475935828
0	4	0.8053763440860215	0.8571428571428571
0	5	0.8002136752136753	0.7967914438502673
0	6	0.8129722921914357	0.8594594594594595
0	7	0.8455730954015099	0.8457446808510638
0	8	0.8587819947043248	0.8186813186813187
0	9	0.8285181733457595	0.8773006134969326
1	0	0.8133198789101918	0.8631578947368421
1	1	0.5503062117235346	0.8415300546448088
1	2	0.6816479400749064	0.8412698412698413
1	3	0.8536009445100354	0.8783068783068783
1	4	0.9698097601323408	0.8279569892473119
1	5	0.9121338912133892	0.8674033149171271
1	6	0.895959595959596	0.8776595744680851
1	7	0.7992307692307692	0.8457446808510638
1	8	0.9417535254445125	0.88268156424581
1	9	0.7948571428571428	0.7941176470588235
2	0	0.8764940239043825	0.8804347826086957
2	1	0.8597464342313788	0.9021739130434783
2	2	0.8072502210433244	0.8670212765957447
2	3	0.8960205391527599	0.8722222222222222
2	4	0.7321772639691715	0.8148148148148148
2	5	0.7382230172927847	0.824468085106383
2	6	0.7709844559585493	0.8031914893617021
2	7	0.8609904430929627	0.8609625668449198
2	8	0.892136681762042	0.851063829787234
2	9	0.8828193832599119	0.8682634730538922
3	0	0.6524633821571239	0.7967914438502673
3	1	0.74079874706343	0.8518518518518519
3	2	0.7918340026773761	0.8473684210526315
3	3	0.8994668697638994	0.8157894736842105
3	4	0.9171597633136095	0.8626373626373627
3	5	0.8351012536162006	0.824468085106383
3	6	0.9222520107238605	0.8972972972972973
3	7	0.8753229974160207	0.8877005347593583
3	8	0.9507972665148063	0.8693181818181818
3	9	0.675764192139738	0.9230769230769231
4	0	0.7429305912596401	0.8421052631578947
4	1	0.8418657565415245	0.8578947368421053
4	2	0.9309727471653073	0.8148148148148148
4	3	0.8830823737821081	0.8716577540106952
4	4	0.8858603066439523	0.8571428571428571
4	5	0.8701570680628272	0.8829787234042553
4	6	0.8640533778148457	0.8370786516853933
4	7	0.8410094637223975	0.8670212765957447
4	8	0.5659630606860159	0.8666666666666667
4	9	0.855072463768116	0.8780487804878049

tokseq	label	cv_label	cv_count	corpus_count	cv_predicted[0]	cv_predicted[1]
('basal-myoepithelial',)	None	None	0	0	0	0
('mammary',)	anatomical	anatomical	5	15	5	0
('lactation-derived',)	None	None	0	0	0	0
('lactaction-associated',)	None	None	0	0	0	0
('lactiferous', 'gland')	anatomical	None	0	0	0	0
('breast',)	anatomical	anatomical	5	11	5	0
('bronchial',)	anatomical	anatomical	5	4	5	0
('buccal',)	anatomical	None	0	0	0	0
('bulge',)	appearance	appearance	5	2	5	0
('CD161-positive',)	molecular signature	None	0	0	0	0
('decidual',)	anatomical	lineage	5	16	0	5
('dNK',)	None	None	0	0	0	0
('CD56-negative',)	molecular signature	None	0	0	0	0
('CD27-low',)	molecular signature	None	0	0	0	0
('CD11b-low',)	molecular signature	None	0	0	0	0
('Dx5-negative',)	molecular signature	None	0	0	0	0
('NK1.1-positive',)	molecular signature	None	0	0	0	0
('CD27-high',)	molecular signature	None	0	0	0	0
('CD11b-high',)	molecular signature	None	0	0	0	0
('endocardial',)	anatomical	anatomical	5	7	5	0
('endocardium',)	anatomical	None	0	0	0	0
('gestational',)	lineage	None	0	0	0	0
('fetal',)	developmental	developmental	5	13	5	0
('yolk', 'sac')	developmental	lineage	5	4	0	5
('definitive',)	None	None	0	4	0	0
('placental',)	anatomical	anatomical	5	5	5	0
('agm',)	None	None	0	0	0	0
('island',)	None	None	0	1	0	0
('EryP-CFC',)	None	None	0	0	0	0
('cTEC',)	None	None	0	0	0	0
('myometrial',)	anatomical	None	0	0	0	0
('myometrium',)	anatomical	None	0	0	0	0
('trabecular',)	appearance	appearance	5	4	5	0
('meshwork',)	None	None	0	1	0	0
('airway',)	anatomical	anatomical	5	26	5	0
('respiratory', 'tract')	anatomical	None	0	0	0	0
('somatocrinin',)	None	None	0	0	0	0
('GHRH',)	None	None	0	0	0	0
('release',)	None	None	0	0	0	0
('ear',)	anatomical	anatomical	5	1	5	0
('non-myelinating',)	None	None	0	2	0	0
('Vgamma2-positive',)	molecular signature	None	0	0	0	0
('meningothelial',)	anatomical	None	0	0	0	0
('arachnoid',)	None	None	0	0	0	0
('arachnoid', 'cap')	None	None	0	0	0	0
('uninucleate',)	None	None	0	0	0	0
('conidiophore',)	anatomical	None	0	0	0	0
('head',)	anatomical	None	0	0	0	0
('conidiophore', 'head')	anatomical	None	0	0	0	0
('CD141-positive',)	molecular signature	None	0	0	0	0
('Gr1-high',)	molecular signature	None	0	0	0	0
('CD14-low',)	molecular signature	None	0	0	0	0
('CD16',)	molecular signature	molecular signature	5	1	5	0
('CD16', '+')	molecular signature	molecular signature	5	5	5	0
('Gr1-positive',)	molecular signature	None	0	0	0	0
('CD43-positive',)	molecular signature	None	0	0	0	0
('CD1c-positive',)	molecular signature	None	0	0	0	0
('B/C',)	None	None	0	0	0	0
('fraction', 'B/C')	None	None	0	0	0	0
('peyer', 'patch')	anatomical	None	0	0	0	0
('gd',)	None	None	0	1	0	0
('Vgamma2-negative',)	molecular signature	None	0	0	0	0
('PaSC',)	None	None	0	0	0	0
('Vg1.1-positive',)	molecular signature	None	0	0	0	0
('Vd6.3-negative',)	molecular signature	None	0	0	0	0
('Vgamma1.1-positive',)	molecular signature	None	0	0	0	0
('Vdelta6.3-negative',)	molecular signature	None	0	0	0	0
('Vdelta6.3-positive',)	molecular signature	None	0	0	0	0
('Vg1.1+Vd6.3',)	molecular signature	None	0	0	0	0
('Vg1.1+Vd6.3', '+')	molecular signature	None	0	0	0	0
('CD3e-positive',)	molecular signature	None	0	0	0	0
('DN2a',)	None	None	0	0	0	0
('DN2b',)	None	None	0	0	0	0
('preT.ETP.Th',)	None	None	0	0	0	0
('etp',)	None	None	0	1	0	0
('T.DP.sm',)	None	None	0	0	0	0
('Th',)	None	None	0	6	0	0
('T.DP.sm', '.')	None	None	0	0	0	0
('.', 'Th')	None	None	0	0	0	0
('T.DP.sm', '.', 'Th')	None	None	0	0	0	0
('T.DPb',)	None	None	0	0	0	0
('T.DPb', '.')	None	None	0	0	0	0
('T.DPb', '.', 'Th')	None	None	0	0	0	0
('T.DP69+.Th',)	None	None	0	0	0	0
('CD69-positive',)	molecular signature	None	0	0	0	0
('T_4int8+_Th',)	None	None	0	0	0	0
('CD4-intermediate',)	molecular signature	None	0	0	0	0
('T.4int8+.Th',)	None	None	0	0	0	0
('T.4',)	None	None	0	0	0	0
('8int',)	None	None	0	0	0	0
('8int', '.')	None	None	0	0	0	0
('8int', '.', 'Th')	None	None	0	0	0	0
('CD8-intermediate',)	molecular signature	None	0	0	0	0
('T_4',)	None	None	0	0	0	0
('8int_Th',)	None	None	0	0	0	0
('single-positive',)	molecular signature	molecular signature	5	2	5	0
('semimature',)	None	None	0	0	0	0
('T.4SP24int',)	None	None	0	0	0	0
('T.4SP24int', '.')	None	None	0	0	0	0
('T.4SP24int', '.', 'Th')	None	None	0	0	0	0
('T.4SP69+.Th',)	None	None	0	0	0	0
('CD4-single-positive',)	molecular signature	None	0	0	0	0
('T.8SP24int',)	None	None	0	0	0	0
('T.8SP24int', '.')	None	None	0	0	0	0
('T.8SP24int', '.', 'Th')	None	None	0	0	0	0
('CD8-single-positive',)	molecular signature	None	0	0	0	0
('T.8SP69+.Th',)	None	None	0	0	0	0
('T.8SP24-.Th',)	None	None	0	0	0	0
('NK.sp',)	None	None	0	0	0	0
('NK.G2A+.SP',)	None	None	0	0	0	0
('NKGA2-positive',)	molecular signature	None	0	0	0	0
('NK.49D+.Sp',)	None	None	0	0	0	0
('Ly49D-positive',)	molecular signature	None	0	0	0	0
('NK.94+.Sp',)	None	None	0	0	0	0
('CD94-positive',)	molecular signature	None	0	0	0	0
('CD94-negative',)	molecular signature	None	0	0	0	0
('Ly49CI-negative',)	molecular signature	None	0	0	0	0
('Ly49I-negative',)	molecular signature	None	0	0	0	0
('CD94-', 'Ly49I-negative')	molecular signature	None	0	0	0	0
('NK.49Cl-94-.Sp',)	None	None	0	0	0	0
('Ly49I-positive',)	molecular signature	None	0	0	0	0
('Ly49CI-positive',)	molecular signature	None	0	0	0	0
('NK.49Cl+.Sp',)	None	None	0	0	0	0
('Ly49H-positive',)	molecular signature	None	0	0	0	0
('LyH49H-positive',)	molecular signature	None	0	0	0	0
('NK.49D-.Sp',)	None	None	0	0	0	0
('Ly49D-negative',)	molecular signature	None	0	0	0	0
('NK.49Cl-.Sp',)	None	None	0	0	0	0
('NK.94-.Sp',)	None	None	0	0	0	0
('LyH49H-negative',)	molecular signature	None	0	0	0	0
('Ly49H-negative',)	molecular signature	None	0	0	0	0
('NK.49Cl+94+.Sp',)	None	None	0	0	0	0
('tether',)	None	None	0	0	0	0
('double-negative',)	molecular signature	molecular signature	5	15	5	0
('11b+',)	None	None	0	0	0	0
('-', '11b+')	None	None	0	0	0	0
('DC.pDC.8-',)	None	None	0	0	0	0
('DC.pDC.8',)	None	None	0	0	0	0
('langerin-positive',)	molecular signature	None	0	0	0	0
('langerin-negative',)	molecular signature	None	0	0	0	0
('DC.8-.Th',)	None	None	0	0	0	0
('CD103-positive',)	molecular signature	None	0	0	0	0
('DC.SIRPa+.Ad',)	None	None	0	0	0	0
('SIRPa-positive',)	molecular signature	None	0	0	0	0
('DC.SIRPa-.Ad',)	None	None	0	0	0	0
('SIRPa-negative',)	molecular signature	None	0	0	0	0
('DC.11cloSer',)	None	None	0	0	0	0
('SI',)	None	None	0	0	0	0
('DC.11cloSer', '.')	None	None	0	0	0	0
('.', 'SI')	None	None	0	0	0	0
('DC.11cloSer', '.', 'SI')	None	None	0	0	0	0
('serosal',)	anatomical	None	0	0	0	0
('MDS.Gr1hi',)	molecular signature	None	0	0	0	0
('MDS.Gr1lo',)	molecular signature	None	0	0	0	0
('Mo.6C+II-',)	molecular signature	None	0	0	0	0
('MHC-II-negative',)	molecular signature	None	0	0	0	0
('Mo.6c+II',)	molecular signature	None	0	0	0	0
('MHC-II-positive',)	molecular signature	None	0	0	0	0
('Mo.6C-II-',)	molecular signature	None	0	0	0	0
('MHC-II-low',)	molecular signature	None	0	0	0	0
('Mo.6C-IIint',)	None	None	0	0	0	0
('Mo.6C-II+',)	molecular signature	None	0	0	0	0
('MHC-II-high',)	molecular signature	None	0	0	0	0
('MF.Autofl',)	None	None	0	0	0	0
('Ad',)	None	None	0	0	0	0
('MF.Autofl', '.')	None	None	0	0	0	0
('.', 'Ad')	None	None	0	0	0	0
('MF.Autofl', '.', 'Ad')	None	None	0	0	0	0
('F4/80-negative',)	molecular signature	None	0	0	0	0
('F4/80-positive',)	molecular signature	None	0	0	0	0
('MF.F480+.Ad',)	molecular signature	None	0	0	0	0
('peritubular',)	anatomical	anatomical	5	5	5	0
('myoid',)	None	None	0	3	0	0
('strial',)	None	None	0	1	0	0
('cutaneous/subcutaneous',)	anatomical	None	0	0	0	0
('CD4-CD8-',)	molecular signature	molecular signature	5	1	5	0
('neonatal',)	developmental	developmental	5	1	5	0
('D1',)	None	None	0	2	0	0
('enteric',)	anatomical	anatomical	5	9	5	0
('DC.103',)	None	None	0	0	0	0
('11b+.Lv',)	None	None	0	0	0	0
('DC.103', '-')	None	None	0	0	0	0
('-', '11b+.Lv')	None	None	0	0	0	0
('DC.103', '-', '11b+.Lv')	None	None	0	0	0	0
('CD103-negative',)	molecular signature	None	0	0	0	0
('11b-.Lv',)	None	None	0	0	0	0
('Vgamma5-positive', 'CD8-alpha')	molecular signature	None	0	0	0	0
('Vgamma5-positive', 'CD8-alpha', 'alpha')	molecular signature	None	0	0	0	0
('tgd.vg5+.IEL',)	molecular signature	None	0	0	0	0
('Vgamma5-negative',)	molecular signature	None	0	0	0	0
('tgd.vg5-.IEL',)	None	None	0	0	0	0
('interrenal',)	anatomical	None	0	0	0	0
('n', 'interrenal')	anatomical	None	0	0	0	0
('subcutaneous',)	anatomical	anatomical	5	1	5	0
('filtration',)	None	None	0	1	0	0
('mesonephric',)	anatomical	anatomical	5	1	5	0
('disseminate',)	None	None	0	1	0	0
('CD14',)	molecular signature	molecular signature	5	1	5	0
('CD14', '+')	molecular signature	molecular signature	5	4	5	0
('CD1a+',)	molecular signature	None	0	0	0	0
('CD16-mDC',)	molecular signature	None	0	0	0	0
('cervical',)	anatomical	anatomical	5	4	5	0
('cervix',)	anatomical	None	0	0	0	0
('uterine',)	anatomical	anatomical	5	7	5	0
('amnion',)	lineage	lineage	5	4	5	0
('amniotic',)	anatomical	lineage	5	10	0	5
('intrahepatic',)	anatomical	anatomical	5	5	5	0
('bile',)	None	None	0	0	0	0
('aortic',)	anatomical	anatomical	5	8	5	0
('chorionic',)	developmental	lineage	5	1	0	5
('venous',)	anatomical	anatomical	5	10	5	0
('vein',)	anatomical	anatomical	5	9	5	0
('thoracic',)	anatomical	anatomical	5	1	5	0
('aorta',)	anatomical	None	0	0	0	0
('adventitia',)	anatomical	None	0	0	0	0
('conjunctiva',)	anatomical	None	0	0	0	0
('dermis',)	anatomical	None	0	0	0	0
('gingiva',)	anatomical	None	0	0	0	0
('periodontium',)	anatomical	None	0	0	0	0
('villous',)	appearance	appearance	5	7	5	0
('root',)	anatomical	anatomical	5	6	5	0
('nucleus',)	anatomical	anatomical	5	20	5	0
('pulposus',)	anatomical	anatomical	5	3	5	0
('intervertebral',)	None	None	0	0	0	0
('intervertebral', 'disc')	None	None	0	0	0	0
('iris',)	None	None	0	1	0	0
('melanotic',)	None	None	0	0	0	0
('amelanotic',)	None	None	0	0	0	0
('jelly',)	anatomical	appearance	4	3	1	4
('wharton', "'s")	eponym	eponym	5	2	5	0
("'s", 'jelly')	anatomical	None	0	0	0	0
('umbilical',)	anatomical	anatomical	5	15	5	0
('cord',)	anatomical	anatomical	5	20	5	0
('vertebral',)	None	None	0	0	0	0
('perineurial',)	None	None	0	1	0	0
('mesenteric',)	anatomical	None	0	0	0	0
('omentum',)	anatomical	None	0	0	0	0
('perirenal',)	anatomical	None	0	0	0	0
('brachiocephalic',)	None	None	0	0	0	0
('vasculature',)	anatomical	None	0	0	0	0
('brain',)	anatomical	anatomical	5	20	5	0
('coronary',)	anatomical	anatomical	5	2	5	0
('subclavian',)	None	None	0	0	0	0
('bladder',)	anatomical	anatomical	5	6	5	0
('annulus', 'pulposus')	anatomical	None	0	0	0	0
('anulus',)	anatomical	None	0	0	0	0
('anulus', 'pulposus')	anatomical	None	0	0	0	0
('formation',)	developmental	developmental	5	1	5	0
('hippocampus',)	anatomical	None	0	0	0	0
('cerebral',)	anatomical	anatomical	5	2	5	0
('raphe',)	anatomical	appearance	5	8	0	5
('dorsal',)	anatomical	anatomical	5	16	5	0
('ventral',)	anatomical	anatomical	5	5	5	0
('striatum',)	anatomical	None	0	0	0	0
('substantia',)	anatomical	None	0	0	0	0
('nigra',)	anatomical	None	0	0	0	0
('substantia', 'nigra')	anatomical	None	0	0	0	0
('omental',)	anatomical	anatomical	5	1	5	0
('epc',)	None	None	0	6	0	0
('adult',)	developmental	developmental	5	10	5	0
('gingival',)	anatomical	anatomical	5	5	5	0
('salivary',)	anatomical	anatomical	5	5	5	0
('appendix',)	anatomical	None	0	0	0	0
('seminiferous',)	None	None	0	0	0	0
('quiescent',)	state	state	5	5	5	0
('reactive',)	None	None	0	4	0	0
('actinomycete-type',)	None	None	0	0	0	0
('upper',)	None	None	0	4	0	0
('low',)	state	state	5	7	5	0
('anal',)	anatomical	None	0	0	0	0
('anal', 'column')	anatomical	None	0	0	0	0
('inferior',)	anatomical	None	0	0	0	0
('inferior', 'part')	anatomical	None	0	0	0	0
('bronchioalveolar',)	anatomical	anatomical	5	1	5	0
('junction',)	None	None	0	0	0	0
('basc',)	None	None	0	0	0	0
('esophageal',)	anatomical	anatomical	5	5	5	0
('corneum',)	anatomical	None	0	0	0	0
('tympanic', 'part')	anatomical	None	0	0	0	0
('pharyngotympanic',)	anatomical	None	0	0	0	0
('pharyngotympanic', 'part')	anatomical	None	0	0	0	0
('stave',)	None	None	0	0	0	0
('venule',)	anatomical	None	0	0	0	0
('hev',)	None	None	0	0	0	0
('spinosum',)	None	None	0	0	0	0
('stratum', 'spinosum')	None	None	0	0	0	0
('unciliated',)	None	None	0	0	0	0
('lactiferous',)	None	None	0	0	0	0
('lobular', 'unit')	None	None	0	0	0	0
('cardiovascular',)	anatomical	anatomical	5	3	5	0
('otic',)	anatomical	anatomical	5	6	5	0
('H-',)	None	None	0	0	0	0
('H',)	None	None	0	0	0	0
('minus',)	None	None	0	0	0	0
('H', 'minus')	None	None	0	0	0	0
('plus',)	None	None	0	0	0	0
('H', 'plus')	None	None	0	0	0	0
('bistratifie',)	appearance	appearance	5	1	5	0
('G1',)	None	None	0	0	0	0
('G2',)	None	None	0	0	0	0
('G3',)	None	None	0	0	0	0
('G4',)	None	None	0	0	0	0
('G4-ON',)	None	None	0	0	0	0
('G4-OFF',)	None	None	0	0	0	0
('G5',)	variant	None	0	0	0	0
('G6',)	None	None	0	0	0	0
('G7',)	variant	None	0	0	0	0
('ON-OFF',)	state	None	0	0	0	0
('DS',)	None	None	0	0	0	0
('G8',)	variant	None	0	0	0	0
('G9',)	None	None	0	0	0	0
('G10',)	None	None	0	0	0	0
('G11',)	None	None	0	0	0	0
('G11-ON',)	None	None	0	0	0	0
('G11-OFF',)	None	None	0	0	0	0
('B3',)	None	None	0	0	0	0
('C4',)	None	None	0	0	0	0
('C5',)	variant	None	0	0	0	0
('C6',)	None	None	0	0	0	0
('C3',)	None	None	0	0	0	0
('D2',)	None	None	0	3	0	0
('M1',)	variant	variant	5	17	5	0
('M2',)	variant	variant	5	17	5	0
('M3',)	None	None	0	0	0	0
('M3-ON',)	molecular signature	None	0	0	0	0
('M3-OFF',)	None	None	0	0	0	0
('M4',)	None	None	0	0	0	0
('M5',)	None	None	0	0	0	0
('M6',)	molecular signature	None	0	0	0	0
('M7',)	variant	None	0	0	0	0
('M7-ON',)	None	None	0	0	0	0
('M7-OFF',)	None	None	0	0	0	0
('M8',)	variant	None	0	0	0	0
('M9',)	molecular signature	None	0	0	0	0
('M9-ON',)	molecular signature	None	0	0	0	0
('M9-OFF',)	None	None	0	0	0	0
('M10',)	molecular signature	None	0	0	0	0
('M11',)	molecular signature	None	0	0	0	0
('M12',)	molecular signature	None	0	0	0	0
('M13',)	None	None	0	0	0	0
('M14',)	molecular signature	None	0	0	0	0
('long-wavelength',)	stimulus	None	0	0	0	0
('wavelength',)	stimulus	None	0	0	0	0
('long', 'wavelength')	stimulus	None	0	0	0	0
('wavelength', 'sensitive')	stimulus	None	0	0	0	0
('long', 'wavelength', 'sensitive')	stimulus	None	0	0	0	0
('long-',)	None	None	0	0	0	0
('wavelength-sensitive',)	stimulus	None	0	0	0	0
('L-cone',)	None	None	0	0	0	0
('middle-wavelength-sensitive',)	stimulus	None	0	0	0	0
('middle', 'wavelength')	stimulus	None	0	0	0	0
('middle', 'wavelength', 'sensitive')	stimulus	None	0	0	0	0
('middle-',)	None	None	0	0	0	0
('M-cone',)	None	None	0	0	0	0
('short-wavelength-sensitive',)	stimulus	None	0	0	0	0
('short-',)	None	None	0	0	0	0
('short-wavelength',)	stimulus	stimulus	5	1	5	0
('short-wavelength', 'sensitive')	stimulus	None	0	0	0	0
('short', 'wavelength')	stimulus	None	0	0	0	0
('short', 'wavelength', 'sensitive')	stimulus	None	0	0	0	0
('S-(short-wavelength',)	stimulus	None	0	0	0	0
('S-(short-wavelength', 'sensitive')	stimulus	None	0	0	0	0
('local',)	None	None	0	1	0	0
('B4',)	None	None	0	0	0	0
('A1',)	None	None	0	4	0	0
('C1',)	None	None	0	2	0	0
('C2',)	None	None	0	1	0	0
('A2',)	None	None	0	3	0	0
('510',)	stimulus	None	0	0	0	0
('360',)	variant	None	0	0	0	0
('3a',)	variant	None	0	0	0	0
('3b',)	None	None	0	0	0	0
('5a',)	variant	variant	5	1	5	0
('5b',)	variant	None	0	0	0	0
('H1',)	None	None	0	0	0	0
('H2',)	None	None	0	0	0	0
('flag',)	None	None	0	0	0	0
('flag', 'A')	None	None	0	0	0	0
('flag', 'B')	None	None	0	0	0	0
('AB',)	None	None	0	0	0	0
('diffuse-1',)	None	None	0	0	0	0
('AB', 'diffuse-1')	None	None	0	0	0	0
('diffuse-2',)	None	None	0	0	0	0
('AB', 'diffuse-2')	None	None	0	0	0	0
('spider',)	None	None	0	0	0	0
('monostratifie',)	None	None	0	0	0	0
('flat',)	appearance	appearance	5	1	5	0
('broad',)	None	None	0	0	0	0
('diffuse',)	None	None	0	0	0	0
('broad', 'diffuse')	None	None	0	0	0	0
('A2-like',)	None	None	0	0	0	0
('recurve',)	None	None	0	0	0	0
('recurve', 'diffuse')	None	None	0	0	0	0
('starburst',)	appearance	appearance	5	3	5	0
('DAPI-3',)	None	None	0	0	0	0
('multistratified',)	None	None	0	0	0	0
('diffuse', 'multistratified')	None	None	0	0	0	0
('AB', 'broad')	None	None	0	0	0	0
('broad', 'diffuse-1')	None	None	0	0	0	0
('AB', 'broad', 'diffuse-1')	None	None	0	0	0	0
('broad', 'diffuse-2')	None	None	0	0	0	0
('AB', 'broad', 'diffuse-2')	None	None	0	0	0	0
('fountain',)	None	None	0	0	0	0
('asymmetric',)	None	None	0	0	0	0
('bistratified',)	None	None	0	0	0	0
('asymmetric', 'bistratified')	None	None	0	0	0	0
('wavy',)	None	None	0	0	0	0
('WF1',)	None	None	0	0	0	0
('WF2',)	None	None	0	0	0	0
('WF3',)	None	None	0	0	0	0
('WF3', '-')	None	None	0	0	0	0
('WF4',)	None	None	0	0	0	0
('indoleamine-accumulating',)	molecular signaling	None	0	0	0	0
('narrow',)	None	None	0	0	0	0
('field',)	None	None	0	0	0	0
('narrow', 'field')	None	None	0	0	0	0
('medium',)	anatomical	developmental	4	4	0	5
('wide',)	appearance	None	0	0	0	0
('Kolmer-Agduhr',)	eponym	None	0	0	0	0
('KA',)	eponym	None	0	0	0	0
('macular',)	None	None	0	0	0	0
('A-IC',)	None	None	0	0	0	0
('alpha-intercalated',)	None	None	0	0	0	0
('multi-ciliated',)	None	None	0	0	0	0
('ghrelin',)	molecular signaling	molecular signaling	5	1	5	0
('ghrelin', 'secreting')	molecular signaling	None	0	0	0	0
('epsilon',)	None	None	0	0	0	0
('branchiomotor',)	None	None	0	0	0	0
('special',)	None	None	0	0	0	0
('branchi',)	None	None	0	0	0	0
('somatomotor',)	None	None	0	0	0	0
('visceromotor',)	None	None	0	0	0	0
('skeletogenic',)	None	None	0	0	0	0
('premigratory',)	developmental	developmental	5	1	5	0
('notochordal',)	lineage	anatomical	5	1	0	5
('chordamesodermal',)	anatomical	None	0	0	0	0
('axial',)	None	None	0	0	0	0
('notochordal', 'sheath')	anatomical	None	0	0	0	0
('vacuole',)	None	None	0	0	0	0
('adaxial',)	None	None	0	0	0	0
('stiftchenzellen',)	eponym	None	0	0	0	0
('bottle',)	None	None	0	0	0	0
('zebrafish',)	None	None	0	0	0	0
('alarm',)	None	None	0	0	0	0
('substance',)	None	None	0	0	0	0
('alarm', 'substance')	None	None	0	0	0	0
('micropylar',)	None	None	0	0	0	0
('plug',)	None	None	0	0	0	0
('flask',)	None	None	0	0	0	0
('non-striated',)	None	None	0	0	0	0
('founder',)	None	None	0	0	0	0
('transversely',)	None	None	0	0	0	0
('myogenic',)	lineage	lineage	5	5	5	0
('lateral',)	anatomical	anatomical	5	4	5	0
('lateral', 'line')	anatomical	None	0	0	0	0
('open',)	None	None	0	0	0	0
('system',)	None	None	0	2	0	0
('visual',)	None	None	0	0	0	0
('visual', 'system')	None	None	0	0	0	0
('rosehip',)	None	None	0	0	0	0
('mural',)	appearance	eponym	5	9	0	5
('microcirculation',)	anatomical	None	0	0	0	0
('extravillous',)	anatomical	appearance	4	12	1	4
('evt',)	None	None	0	2	0	0
('fusimotor',)	None	None	0	0	0	0
('gamma',)	None	None	0	1	0	0
('myofibra',)	None	None	0	0	0	0
('extrafusalis',)	anatomical	None	0	0	0	0
('extrafusal',)	anatomical	None	0	0	0	0
('intrafusal',)	None	None	0	0	0	0
('intrafusalis',)	anatomical	None	0	0	0	0
('betz',)	None	None	0	2	0	0
('larval',)	lineage	None	0	0	0	0
('midgut',)	anatomical	None	0	0	0	0
('larval', 'midgut')	anatomical	None	0	0	0	0
('paneth-like',)	None	None	0	0	0	0
('transit', 'amplify')	developmental	role	5	4	0	5
('transient',)	state	state	5	4	5	0
('amplify',)	None	None	0	3	0	0
('transit-amplifying',)	developmental	developmental	5	2	5	0
('hepatobiliary',)	anatomical	None	0	0	0	0
('hybrid',)	None	None	0	3	0	0
('HHyP',)	None	None	0	0	0	0
('nephrogenic', 'niche')	anatomical	None	0	0	0	0
('vermiformis',)	None	None	0	0	0	0
('vermiform',)	appearance	None	0	0	0	0
('anorectum',)	anatomical	None	0	0	0	0
('paracortex',)	anatomical	None	0	0	0	0
('vacuolate',)	None	None	0	0	0	0
('fetal-type',)	None	None	0	0	0	0
('vacuolate', 'fetal-type')	None	None	0	0	0	0
('CD8aa(I',)	None	None	0	0	0	0
('CD8aa(II',)	molecular signature	None	0	0	0	0
('corticomedullary',)	anatomical	None	0	0	0	0
('myo-medullary',)	None	None	0	0	0	0
('neuro-medullary',)	anatomical	None	0	0	0	0
('capsular',)	anatomical	None	0	0	0	0
('interlobular',)	None	None	0	0	0	0
('specify',)	None	None	0	0	0	0
('homo',)	None	None	0	0	0	0
('sapien',)	None	None	0	0	0	0
('homo', 'sapien')	None	None	0	0	0	0
('commit',)	None	None	0	2	0	0
('rearrange',)	None	None	0	0	0	0
('hill',)	eponym	None	0	0	0	0
('–', 'hill')	eponym	None	0	0	0	0
('unit', '–', 'hill')	eponym	None	0	0	0	0
('CFU-Hill',)	None	None	0	0	0	0
('fuse',)	None	None	0	0	0	0
('fuse', 'evt')	None	None	0	0	0	0
('angiogenic',)	anatomical	lineage	4	3	0	5
('ecfc',)	None	None	0	1	0	0
('placenta',)	anatomical	anatomical	5	2	5	0
('portal',)	anatomical	anatomical	5	5	5	0
('non-keratinizing',)	None	None	0	0	0	0
('non-keratinized',)	None	None	0	0	0	0
('fibro/adipogenic',)	None	None	0	1	0	0
('fibroblastic',)	lineage	lineage	5	7	5	0
('domain',)	None	None	0	0	0	0
('ceiling',)	None	None	0	0	0	0
('floor',)	None	None	0	0	0	0
('trabeculae',)	None	None	0	0	0	0
('trabecula',)	None	None	0	0	0	0
('monocytoid',)	lineage	None	0	0	0	0
('AV',)	anatomical	None	0	0	0	0
('AV', 'bundle')	anatomical	anatomical	5	1	5	0
('atrioventricular',)	anatomical	None	0	0	0	0
('atrioventricular', 'bundle')	anatomical	None	0	0	0	0
('His-Purkinje',)	anatomical	None	0	0	0	0
('His-Purkinje', 'system')	anatomical	None	0	0	0	0
('camera',)	None	None	0	0	0	0
('camera-type',)	None	None	0	0	0	0
('coronet',)	None	None	0	0	0	0
('collar',)	None	None	0	0	0	0
('horn',)	None	None	0	5	0	0
('motor',)	None	None	0	3	0	0
('column',)	None	None	0	3	0	0
('motor', 'column')	None	None	0	1	0	0
('magnocellular',)	appearance	None	0	0	0	0
('neurosecretory',)	None	None	0	0	0	0
('len', 'fiber')	anatomical	appearance	5	1	0	5
('lugaro',)	None	None	0	1	0	0
('paraxial',)	anatomical	None	0	0	0	0
('somitic',)	None	None	0	0	0	0
('non-motile',)	appearance	None	0	0	0	0
('flagellate',)	None	None	0	0	0	0
('vagal',)	anatomical	anatomical	5	1	5	0
('–',)	None	None	0	0	0	0
('inducer',)	role	role	5	4	5	0
('LTi',)	None	None	0	1	0	0
('epicardium',)	anatomical	None	0	0	0	0
('back',)	None	None	0	0	0	0
